nombre,seguidores,amigos,tweets,localizacion,verificado,idioma,protected
jaumonol,68,95,3726,Valencia,False,ca,False
tomasino59,254,985,1103,Valencia,False,es,False
TALLERSDOBLATGE,454,1103,1603,A tot arreu. Everywhere.,False,ca,False
oliga_ro,15,111,257,,False,ca,False
patri_ramvi,679,295,3088,,False,es,False
MakiNavajaChori,14,83,68,,False,es,False
Barbrabluestorm,82,162,1784,,False,es,False
AnaMocholi,1402,579,8512,Valencia,False,es,False
JoanMap,174,743,7594,,False,ca,False
xarliebrb,26,789,155,,False,es,False
emiliorsg79,11,158,43,Valencia,False,es,False
gozalbobetxi,152,451,7875,Pa\u00eds valenc\u00ed\u00e0,False,es,False
chverdu,251,552,1093,,False,es,False
GVAivaj,14772,2156,14856,Comunitat Valenciana,False,es,False
SergioZama,130,706,643,,False,es,False
JXankys,24,225,605,,False,es,False
carlos79bd,34,217,26,Altafulla / Val\u00e8ncia,False,ca,False
mptevar,60,149,1199,,False,es,False
UiDOS_,1112,769,1847,Valencia,False,ca,False
2018_josema,56,260,1513,Europa,False,es,False
Doctor_Placebo,305,71,4791,Valencia,False,es,False
alan96_xavi,57,164,173,Valencia.Gandia,False,es,False
Vaicent_87,40,813,2547,,False,es,False
MaiteMN16,53,249,526,,False,es,False
PepFusta,978,1762,14955,D\u00e9nia,False,es,False
Begomartpel,209,639,294,Valencia,False,es,False
jhernandis,289,490,4669,Alzira,False,es,False
JoseLuisLcl,12,319,332,Valencia,False,es,False
JavierJmdv,51,288,365,,False,es,False
gdolz,1161,2390,28108,,False,ca,False
cabessoroig,74,296,2982,,False,ca,False
MariaJoseBG91,85,258,14721,,False,es,False
sergiobort,383,951,2639,Valencia,False,es,False
amparo_vbeneyto,293,827,3096,Bocairent (Val\u00e8ncia),False,ca,False
Nullapu,677,909,19607,Valencia,False,ca,False
Senguix,7858,1023,46230,Valencia,False,es,False
jacobssanchez,960,473,16281,Lancaster,False,es,False
vigarllo,279,561,5530,Oliva,False,es,False
javix,212,545,6632,Valencia,False,es,False
Guillepsj,150,499,6392,Valencia,False,en,False
pesaex,6,42,185,Valencia,False,es,False
PacoSimoEsteve,381,614,5909,Valencia,False,es,False
ticobenlloch,102,726,1787,Mar Mediterraneo,False,es,False
Tronerika,179,746,383,Las Quinchas,False,es,False
Mayte79014702,3,76,0,,False,es,False
Joancarles80,1424,740,24174,Valencia,False,ca,False
reisaEscena,180,289,1413,Valencia,False,es,False
MafaldaLG51,32,158,1290,Valencia,False,es,False
ZurdayBisiesta,46,430,1767,Valencia,False,es,False
LaDesficiosa,125,351,1573,,False,es,False
EnginyerMediam,9,95,81,Comunidad Valenciana,False,es,False
litosfera69,128,267,9646,,False,es,False
onallera3,93,520,106,ALAQUAS,False,es,False
fonfifonfitas,280,352,2965,Gata de Gorgos,False,es,False
VoroGilAlmi,1590,1862,2081,Valencia,False,es,False
beatrizzzzramos,1015,821,6293,Playa Patacona Valencia Spain ,False,es,False
InmaDelaConcep,633,1722,3846,Valencia,False,es,False
Vicentepape,50,226,1379,,False,es,False
rqbmazul,127,332,3543,Repatriada... A Val\u00e8ncia!,False,es,False
patraixCxV,1635,2097,3167,Patraix - Valencia,False,es,False
vizenteramon,46,76,1924,,False,es,False
enrikap,1841,725,54699,Valencia,False,ca,False
josehiguera_mas,192,368,2342,Valencia,False,es,False
Luckytossalet,11,129,94,,False,es,False
Adrianara32,151,227,1991,Valencia,False,es,False
lauggio,55,278,772,,False,es,False
Paco_Bauset,287,485,1980,,False,es,False
Lamantalcoll,77,280,1637,Valencia,False,es,False
FerriolRaquel,92,180,504,,False,ca,False
Merry1072,127,415,481,Comunidad Valenciana,False,es,False
vicensantamarta,22,76,146,,False,es,False
kvirrueta,679,837,2164,,False,es,False
genzo_,136,340,1916,Barcelona,False,es,False
fmercatrussafa,789,127,1734,,False,es,False
WhoisPir,20,132,227,Val\u00e8ncia,False,es,False
CarlesS_csmb,232,533,10953,Valencia,False,es,False
manu_carrenyo,153,194,623,,False,es,False
topolaborioso,177,1116,7168,,False,es,False
MJesusSoler,54,474,901,,False,es,False
kyokuhanza,16,27,1115,,False,es,False
sgalberto,1741,1628,18063,D'Alzira. A Val\u00e8ncia,False,ca,False
vlmedpm,8,141,5,Valencia,False,es,False
CarmmaGC,147,726,8276,,False,es,False
_PABLERAS__,186,419,1494,Benifai\u00f3,False,es,False
angel_hern,1262,1018,2304,Benifai\u00f3 (Val\u00e8ncia),False,es,False
vhdealba,279,1018,708,Valencia,False,es,False
annaberbegal,571,387,1556,Valencia,False,ca,False
univ_po_pu_lar,359,87,605,Valencia,False,ca,False
rafeta75,128,268,1272,Valencia,False,en,False
elenagimnezurra,199,463,3119,al sud i a l'esquerra,False,es,False
Jose_Javier_85,43,170,4354,,False,es,False
ToniPuertes,231,625,465,Valencia,False,es,False
vanesbergu,10,108,16,,False,es,False
AlbertMRoger,1034,1632,14584,Valencia,False,es,False
Gk_Castillo,102,274,387,,False,es,False
compromisNVLD,776,507,926,Novelda,False,es,False
enric_sol,274,247,898,Comunitat Valenciana,False,es,False
acvelasociacion,184,325,500,,False,es,False
Alicia_Andujar,1762,1031,13517,Valencia,False,es,False
marisaugtpv,555,1034,2748,,False,es,False
ignacio01258141,20,82,3,,False,es,False
PilarEsquibel,257,603,302,,False,en,False
marcevalera,777,1010,15977,Valencia,False,es,False
pepefontan18,83,334,566,Valencia,False,es,False
Cris_Ruiperez,687,427,23224,Valencia,False,es,False
Clauz85,64,46,86,,False,es,False
rustedbox,464,254,6891,,False,es,False
CMonteolivete,1849,451,3641,Valencia,False,es,False
EduardoBurgoa,137,190,564,Valencia,False,es,False
joanaalfe,87,372,633,,False,es,False
isadeva7,3,30,7,,False,es,False
MCjSz,1821,603,7738,,False,es,False
mrieiah,323,429,61080,MAKEOUT CREEK || BARCELONA,False,ca,False
Eva_Casas,286,567,13448,Valencia,False,ca,False
margard70,46,114,89,,False,es,False
desdelafrontera,84,208,658,España,False,es,False
JBlasco93,639,668,15650,Valencia,False,es,False
borrull_socors,1636,667,1793,Valencia,False,ca,False
odgefly,75,337,2996,km 33,False,es,False
AngelaMtnez83,42,206,378,,False,es,False
marinalopezn,15,129,0,,False,es,False
DCFLARAMBLETA,219,410,139,Av TRES CREUS  TL 655249852,False,es,False
ridauraempar,10,45,441,Valencia,False,es,False
EmilioPerezGi,209,746,1450,Val\u00e8ncia,False,es,False
LaBellver,1356,521,19665,Valencia,False,es,False
pspv_psoevlc,7076,2381,27884,Blanquer\u00edas,False,es,False
jgranellm,351,431,2815,Valencia,False,es,False
climens,620,516,10560,Valencia,False,es,False
RamonSanchis,1909,2279,35890,Vilamarxant-Val\u00e8ncia-Xilxes,False,es,False
PabloSolan0,515,93,177,Valencia,False,es,False
tonimaclet,47,172,260,,False,es,False
LUISLOZANO36,217,1703,29434,Valencia,False,es,False
xotoloco9,31,151,101,,False,es,False
NachoLarraz_M,421,596,1415,Patraix,False,es,False
TerradelCaloret,258,258,4307,La Lluna de Val\u00e8ncia,False,es,False
CarmesinaFranch,651,333,1921,Valencia,False,es,False
_e_l_e_n_a_____,227,557,1214,,False,es,False
jhose100,51,330,146,Valencia,False,es,False
davidllacer,232,1061,1753,Tavernes de La Valldigna,False,es,False
Asdrubal04,453,440,3831,,False,es,False
MauletPV,198,435,5135,,False,de,False
PatriciaRadua,1793,1401,6481,Madrid,False,es,False
FlipFelipe,36,268,66,,False,es,False
ToniGaliana,178,268,4203,Valencia,False,es,False
AlmuCasti,90,116,356,,False,ca,False
karlosk_dj,686,2415,2883,l'Alc\u00fadia de Crespins,False,ca,False
XimoClemente,7814,1653,42110,Valencia,False,en,False
apgalacant,1731,2902,43910,Alacant,False,ca,False
MamadeJoel,142,433,3790,,False,es,False
alejandrosp97,497,1055,18474,Valencia,False,es,False
ArrosAmbCoses,41,113,287,Valencia,False,ca,False
Mixalberto,538,484,22100,Maastricht,False,es,False
vivibaixauli1,16,67,20,Alc\u00e0sser,False,es,False
saorob7744,302,2191,165,Comunidad Valenciana,False,es,False
turismovlctuits,2100,479,3962,Valencia,False,es,False
MudanzasLevante,407,441,925,Valencia,False,es,False
cfqUV,862,358,1146,Valencia,False,es,False
almujul,560,326,31364,Valencia,False,es,False
jedelacs,18,124,138,,False,es,False
PaulaZeling,995,1215,3417, Vale8cia | Madrid,False,ca,False
marsep17,219,698,5025,Benimamet,False,es,False
staritaritari,13,217,50,España,False,es,False
AmparoPascual_,648,403,15515,Valencia,False,es,False
CristobalPeris,233,462,4406,Pre: 39.464946,False,es,False
EdgarJLorCa,245,1403,4185,Ivry-sur-Seine,False,es,False
Vic_Ing_O,305,964,1331,Valencia,False,es,False
PauCaparros,259,255,420,Di\u00e0nia,False,ca,False
informavalencia,5102,1267,21558,Valencia,False,es,False
mazarapico,671,1807,953,Valencia,False,es,False
d_donnay,55,520,215,,False,es,False
6erar8eltran,121,271,3368,Valencia,False,en,False
manumanyes,274,548,18003,Valencia,False,es,False
joseguti79,481,349,19214,Aqu\u00ed,False,es,False
EnriqueYeves,3349,2603,7038,,False,es,False
Jormardi,270,313,750,Valencia,False,es,False
FernandoArufe,486,996,9977,Valencia,False,es,False
paulaboli,332,358,11090,Valencia,False,es,False
LejiaMedicinal,61,131,9771,Val\u00e8ncia,False,es,False
juancarlosmt,948,658,13021,,False,es,False
JosepSanxis,887,1902,10104,Ontinyent - Val\u00e8ncia,False,ca,False
jesaleta,2,12,2,,False,es,False
valencianna,5087,2608,37199,Valencia,False,ca,False
mrsrosaperez,18736,17987,31699,Barcelona,False,es,False
thomaswellsaid,23,60,8,Regne de Val\u00e9ncia,False,es,False
Pikaorea,49,408,339,,False,es,False
covacocomercio,1124,618,5696,Comunidad Valenciana,False,es,False
jordibosc,1220,3396,11585,Barcelona,False,ca,False
jhaq1966,153,356,7739,X\u00e0tiva,False,ca,False
lulopez75,1105,857,16547,,False,es,False
vfportero,440,833,10305,Valencia,False,es,False
davidrios93,317,583,5434,Valencia,False,es,False
MariaOM93,513,1019,20812,Valencia,False,es,False
_irenereig,368,695,1332,Valencia,False,es,False
MMerecia,9,22,32,Comunidad Valenciana,False,es,False
Jordiesa,66,259,1008,Valencia,False,es,False
pedrobataller,30,485,963,,False,es,False
Besa_77,33,86,129,,False,es,False
diegoalsan,1872,2700,8754,Valencia,False,es,False
crequeni,122,508,1581,Valencia,False,es,False
Olakeas38640793,98,974,690,PV l||l,False,ca,False
JoseManuel_MS,217,662,6183,,False,es,False
pauvlc,204,457,5921,Rusia,False,es,False
beuxy,272,914,4436,,False,es,False
ElisaOrTe,313,757,319,Valencia,False,ca,False
chiquisanz,1687,3327,31096,,False,es,False
popularesVLC,44584,790,4060,Valencia,True,es,False
JavierSorli,21,98,38,,False,es,False
JUANPIVLC,585,838,6762,Valencia,False,es,False
Majoseferrer,21,209,258,Valencia,False,es,False
tonipj,381,609,5820,Valencia,False,es,False
ElBocaXancla,7,62,140,Mordor,False,es,False
DanielPerisRaga,60,144,400,Catarroja-Val\u00e9ncia,False,es,False
DavidSotelo8,243,791,1717,,False,en,False
LuisSalom,16566,10522,138228,Ajuntament de Val\u00e8ncia,False,es,False
recomunicacion,854,700,2353,Vitoria-Barcelona-Madrid,False,es,False
AMPAROBF,173,1224,102,Valencia,False,es,False
ImpulsaJovenVLC,817,306,5204,,False,es,False
Senadar,140,445,2140,,False,es,False
isblagi,887,1637,30634,Poyais,False,ca,False
vicentpb1,836,983,32158,Pa\u00eds Valenci\u00e0 (Europe)  ,False,ca,False
davidmares11,49,123,121,,False,es,False
centreidiomes,413,237,945,Val\u00e8ncia / Valencia,False,en,False
hortaenmoviment,168,187,450,L'Horta Sud,False,es,False
Aidiliu,267,788,3726,Valencia,False,en,False
Wil_heim,110,329,1004,Valencia,False,ca,False
MaisicaLpez,467,806,3470,,False,es,False
Laura_Munz,212,933,1009,,False,es,False
aasiscar,48,916,80,,False,ca,False
RosaMart64,79,290,944,Mediterranea,False,es,False
andreumac,87,221,8916,,False,ca,False
dagaes_uv,103,182,1521,,False,es,False
kores77,160,245,16174,Valencia,False,es,False
Javier_Angel_B,329,446,13301,Valencia,False,es,False
tasoccc,29,523,802,Valencia,False,es,False
pulserasid,31,136,190,Picanya,False,es,False
sarapapak,220,760,994,,False,es,False
XandrePV,77,169,3522,,False,es,False
JCarlosP94,270,386,10105,Denia,False,es,False
sergio7gmm,156,1093,1735,Valencia,False,es,False
ramircalvo,2136,2287,46439,VLC (I una p\u00e0tria tan petita),False,ca,False
emilixavier,531,899,12959,VAL\u00c8NCIA (Pa\u00eds Valenci\u00e0),False,ca,False
AliciaFilosofia,341,336,18103,,False,es,False
alvaroibars,285,2231,7386,Arrancapins (Extramurs),False,es,False
EmparPiera,242,366,1042,,False,es,False
Jallido,145,215,3339,Valencia,False,es,False
xavihervas,1070,1069,2765,Carlet,False,es,False
Potemkin_1969,789,1971,6492,Valencia,False,es,False
AntolinoAlarcon,107,524,309,Valencia,False,es,False
Mary_Segura,306,760,8147,A la luna de Valencia,False,es,False
wallandervlc,692,947,15088,Espa\u00f1a,False,es,False
sallloseg,13,159,0,,False,en,False
batistets,3,24,44,Valencia,False,es,False
eltarrete,12,61,4,,False,es,False
Sergi_Gomez14,143,372,1912,Valencia,False,ca,False
MariaEscrich99,807,1047,11860,Hogwarts,False,es,False
rafammz,65,339,872,,False,ca,False
jaurider,638,648,11989,Val\u00e8ncia,False,es,False
ggarciaespejo,890,1212,5976,Madrid,False,es,False
sergiosiha,116,246,1109,Quart de Poblet.,False,es,False
enriqueorts,263,386,1964,Valencia,False,es,False
marsanvi,205,768,10179,,False,es,False
alexsbono,113,186,1688,,False,es,False
LuisUrrutiaB,2818,465,5192,Valencia,False,es,False
Blanca___mg,133,132,1402,,False,es,False
PaulesVr,14,299,3,,False,es,False
lopelat_78,22,240,412,,False,es,False
boccachicobeat,406,646,3123,Valencia,False,es,False
bissou_bissou,84,143,4245,,False,es,False
Quioshi,117,616,7255,Valencia,False,es,False
Marmaria29,207,1085,100,Valencia,False,es,False
martarojo_,612,1025,5512,Valencia,False,es,False
victoryagog,690,567,5021,Valencia,False,es,False
DannaRoxy,59,165,816,Valencia,False,es,False
alex_nen,330,596,6345,Valencia,False,es,False
1959_amparo,8,47,5,,False,es,False
pau_piqueras,139,280,3344,Borriana,False,ca,False
jeveagi,18,35,53,,False,es,False
neusma,79,186,404,Valencia,False,es,False
limocano,11,116,9,,False,es,False
ximogenis,291,419,5735,Valencia,False,es,False
jorge14oli,207,526,1832,Benimaclet,False,es,False
carlosprophet,14,84,85,Burjassot,False,es,False
aavvfonteta,100,66,93,Valencia,False,ca,False
CarlosGmezBeltr,1203,5000,3931,Mestalla,False,es,False
Ikasten_Bene,328,938,1164,Beneixida,False,es,False
aladin_raseca,48,511,377,Valencia,False,es,False
ramonferri,392,71,484,,False,es,False
Ambiuela,31,204,198,Valencia,False,ca,False
zuperpike,160,719,14607,Valencia,False,es,False
Sumolari,807,232,4377,Valencia,False,es,False
olgags,791,518,3045,Valencia,False,es,False
FalladelPilar,2474,100,6985,Valencia,False,es,False
merchehernandez,146,185,550,Valencia,False,es,False
sotsproject,629,4202,11945,Rep\u00fablica Catalana,False,ca,False
MJ_Villalba,171,271,918,,False,es,False
fernando_utiel,400,754,1342,Utiel,False,es,False
_Srednuht,223,491,137,Valencia,False,es,False
SilenciosonoroO,209,656,9540,,False,ca,False
JorgeHervasMas,149,379,278,Gandia,False,es,False
JoanjoP,95,1164,157,,False,ca,False
johanbbo,272,352,263,De la Marina,False,es,False
bylinedu,1023,1536,3150,Valencia,False,es,False
angel_simon,1161,2494,23383,Sollana ,False,ca,False
lolasancho,420,440,5741,Valencia,False,es,False
inedu,3306,2942,20116,Valencia,False,es,False
car_ibi,103,559,4017,,False,es,False
CoderDojoVLC,670,1514,1338,Valencia,False,es,False
Rubenet91,388,1275,7935,Benifai\u00f3,False,es,False
sualos,59,182,4748,andorra,False,ca,False
SarriMorell,1411,959,1808,,False,ca,False
mar_correcher,157,241,2786,,False,es,False
fjsanrod,88,320,391,Valencia,False,es,False
oskarvlc01,61,555,273,Camp de T\u00faria(Pa\u00efsos Catalans),False,es,False
estherlula,108,181,2798,,False,es,False
jgarcia_marquez,15,21,183,Valencia,False,es,False
FeliuAbogados,317,643,2005,,False,es,False
CeliaTorasera01,138,270,1248,Benimaclet,False,es,False
juanjopiris,156,184,963,,False,es,False
linarespellicer,13,230,196,,False,ca,False
luislopezcampos,986,831,3483,Valencia,False,es,False
Nioigte,472,409,17429,Valencia,False,es,False
AndresMtnzLuz,74,222,2035,Rivas Vaciamadrid,False,es,False
sanuma0,52,176,658,España,False,es,False
albertodicehola,26,250,308,,False,es,False
Kenencio,130,756,768,Barcelona Haupstadt (Gracia),False,es,False
egeamp,4,31,8,,False,es,False
TereDomenech,2292,1903,9744,Valencia,False,es,False
cagmesil,351,350,2259,Valencia,False,es,False
AuxiSotodosos,129,950,352,,False,es,False
JMfgm,166,93,1780,Valencia,False,es,False
SPPLBVALENCIA,568,190,2478,Valencia,False,es,False
GVAmubav,2149,2585,1037,C/ Sant Pius V,False,es,False
C18pemo,166,441,2253,Valencia,False,es,False
CervezaTyris,3883,2459,4026,Valencia,False,es,False
P4c0_J0n3s,20,294,34,,False,es,False
fperamoralart,1962,4512,996,Val\u00e8ncia,False,es,False
Iniciativavlc,983,753,6128,Valencia,False,ca,False
raul_belben,382,1249,4824,La Repartidora (Benimaclet),False,ca,False
ramonmartinT,124,508,32,La Tierra,False,es,False
Clacampoamor,50,166,728,,False,es,False
_OscarRueda_,897,1167,791,Ciutat de Val\u00e9ncia,False,es,False
mjgiza,133,238,535,,False,en,False
mgarciasa,541,473,4009,,False,es,False
CarlViana,60,264,1000,Valencia,False,es,False
gloriacarames_,87,175,2725,SIG\u00dcENZA--VALENCIA,False,es,False
juaeses5,56,174,672,De la mitad pall\u00e1,False,es,False
RRoca_fotografo,1067,1291,7057,46113 Moncada,False,es,False
tonicervera_,687,619,7744,,False,es,False
juanramonmif,388,5001,464,Valencia,False,es,False
jomisa,41,192,118,Valencia,False,es,False
Majamaju,61,377,156,Valencia,False,es,False
roober6,226,442,3168,,False,es,False
paqwito,62,673,106,Valencia,False,es,False
vicentbaydal,4911,3598,19910,Val\u00e8ncia-Castell\u00f3-Cocentaina-Benissa-Oxford-Sevilla-Barcelona,False,ca,False
CarmenAntequera,992,883,18839,,False,es,False
VFalles,3772,3435,17863,Comunitat Valenciana,False,es,False
nananana_yo,162,1024,4950,,False,es,False
lluismarco,734,2136,2660,Valencia,False,es,False
Osolgar,14,359,20,,False,es,False
semasa28,94,257,1622,,False,es,False
C_Revert,63,631,1981,,False,es,False
Victor_Monleon,121,382,1589,,False,es,False
equicris,156,621,1180,Valencia,False,es,False
cosuna80,66,530,297,,False,es,False
vicentecervera,1246,1676,30645,Valencia,False,es,False
ctejerinab,339,500,3252,,False,es,False
EnfarinatIbi,2127,869,2517,Ibi,False,es,False
Bergones,791,65,178,,False,es,False
Davidgp33,311,626,4220,Valencia,False,es,False
juanjoribera,57,154,110,,False,es,False
RamirezBarjoan,42,368,502,,False,es,False
ocula21,41,49,55,,False,es,False
P_RuizCastell,831,843,5577,Valencia,False,es,False
luis__llp,215,1189,1958,,False,es,False
JCF_Valencia,17741,956,19455,Valencia,False,es,False
Vicent_Ortiz,642,2501,36201,Oliva,False,es,False
ElectroGatoo,110,175,927,,False,es,False
sergiogeaboix,1020,846,17289,Valencia,False,es,False
kikocalabuig,170,540,10803,,False,es,False
senyorfort,396,1204,16919,Rep\u00fablica Catalana,False,es,False
Valero_VLC,60,210,649,,False,es,False
elpilarvalencia,784,653,2266,Valencia,False,es,False
gutobras007,52,560,255,Valencia,False,es,False
DorCabrejas,4079,3098,95643,Valencia,False,es,False
hammond_vlc,267,905,935,Valencia,False,es,False
AdriaAlsina,7437,1917,24603,Barcelona,False,es,False
TeoMB,357,778,16314,Valencia,False,es,False
jaumemaxi,464,2207,350,Real,False,es,False
comcalet_val,400,582,1647,Valencia,False,ca,False
muletin,237,597,2793,Valencia,False,es,False
1325px,154,596,3352,Valencia,False,en,False
aransebastian_,377,349,21742,Trinidad and Tobago,False,es,False
RevistaSao,4863,807,23714,Valencia,False,es,False
vinalopona,107,324,2584,Elx / l'Almadrava / Pedreguer,False,ca,False
ElxoriJb,323,1499,207,,False,es,False
alvarobgutiel,291,731,844,Utiel,False,es,False
elpidiabellver,694,1052,4222,Valencia,False,en,False
emiplaneta,122,459,1670,Valencia,False,es,False
elena_carrasco,36,141,33,Valencia,False,es,False
